,Especie,Ticker,Spot,Moneyness,CallPut,Strike,TTM,impliedVolatility,Last,Bid,Ask,Avg,Tasa,Precio_BS,Precio_BIN
1155,FB200904P00245000,FB,249.32999999999998,1.017673469387755,P,245.0,29,0.34064380065917965,7.5,7.45,7.7,7.575,0.0015278739130434782,7.442886157458375,7.451086842908125
252,FB200904C00247500,FB,249.32999999999998,1.0073939393939393,C,247.5,29,0.33875172973632806,10.35,10.2,10.45,10.325,0.0015278739130434782,10.417754697381596,10.429320712708225
1156,FB200904P00247500,FB,249.32999999999998,1.0073939393939393,P,247.5,29,0.33600517517089845,8.67,8.5,8.75,8.625,0.0015278739130434782,8.48131733116088,8.493816381652007
253,FB200904C00250000,FB,249.32999999999998,0.99732,C,250.0,29,0.33411310424804685,8.86,8.85,9.1,8.975,0.0015278739130434782,9.059842052644,9.063180666792457
1157,FB200904P00250000,FB,249.32999999999998,0.99732,P,250.0,29,0.33484551879882807,10.0,9.7,10.0,9.85,0.0015278739130434782,9.720026595229442,9.724649267611833
254,FB200904C00252500,FB,249.32999999999998,0.9874455445544554,C,252.5,29,0.3292913751220703,7.48,7.6,7.85,7.725,0.0015278739130434782,7.80177536751323,7.793543372817382
1158,FB200904P00252500,FB,249.32999999999998,0.9874455445544554,P,252.5,29,0.33008482421874996,10.23,10.75,11.25,11.0,0.0015278739130434782,10.963285464150061,10.956728362492594
255,FB200904C00255000,FB,249.32999999999998,0.9777647058823529,C,255.0,29,0.3261175787353515,6.71,6.5,6.75,6.625,0.0015278739130434782,6.69613321332919,6.702472134540264
1159,FB200904P00255000,FB,249.32999999999998,0.9777647058823529,P,255.0,29,0.3251410260009765,11.6,12.25,12.6,12.425,0.0015278739130434782,12.308330240298346,12.316180786460762
256,FB200904C00257500,FB,249.32999999999998,0.9682718446601941,C,257.5,29,0.32092964233398436,6.2,5.4,5.7,5.550000000000001,0.0015278739130434782,5.642267696818024,5.652510333281242
1160,FB200904P00257500,FB,249.32999999999998,0.9682718446601941,P,257.5,29,0.31995308959960933,12.95,13.6,14.05,13.825,0.0015278739130434782,13.754919229423592,13.767178708905037
257,FB200904C00260000,FB,249.32999999999998,0.9589615384615384,C,260.0,29,0.32129584960937496,4.75,4.65,4.9,4.775,0.0015278739130434782,4.839121933915891,4.844239803614962
1161,FB200904P00260000,FB,249.32999999999998,0.9589615384615384,P,260.0,29,0.31830515686035155,15.8,15.35,15.7,15.524999999999999,0.0015278739130434782,15.400739674748905,15.409335203671214
258,FB200904C00262500,FB,249.32999999999998,0.9498285714285714,C,262.5,29,0.31592480957031244,3.78,3.8,4.05,3.925,0.0015278739130434782,3.9881922342330967,3.9834876827358405
259,FB200904C00265000,FB,249.32999999999998,0.9408679245283018,C,265.0,29,0.31702343139648437,3.25,3.15,3.45,3.3,0.0015278739130434782,3.388161602602274,3.388455389161894
1162,FB200904P00265000,FB,249.32999999999998,0.9408679245283018,P,265.0,29,0.3391179370117187,19.71,18.7,19.85,19.275,0.0015278739130434782,19.539695014133713,19.55140831581271
260,FB200904C00270000,FB,249.32999999999998,0.9234444444444444,C,270.0,29,0.31153032226562494,2.15,2.12,2.32,2.2199999999999998,0.0015278739130434782,2.263272588033786,2.2681743150111826
1163,FB200904P00270000,FB,249.32999999999998,0.9234444444444444,P,270.0,29,0.31165239135742184,24.0,22.35,23.2,22.775,0.0015278739130434782,22.90285996265385,22.912094222613575
261,FB200904C00275000,FB,249.32999999999998,0.9066545454545454,C,275.0,29,0.3138496350097656,1.44,1.4,1.62,1.51,0.0015278739130434782,1.5686495806771816,1.5670391286478416
262,FB200904C00280000,FB,249.32999999999998,0.8904642857142857,C,280.0,29,0.31580274047851553,0.97,0.93,1.11,1.02,0.0015278739130434782,1.0656759254560555,1.064356520453733
263,FB200904C00285000,FB,249.32999999999998,0.8748421052631579,C,285.0,29,0.3236151623535155,0.71,0.61,0.81,0.71,0.0015278739130434782,0.771660816014915,0.772079466151374
264,FB200904C00290000,FB,249.32999999999998,0.8597586206896551,C,290.0,29,0.3298406860351562,0.52,0.42,0.58,0.5,0.0015278739130434782,0.548572509507089,0.5489484555856701
265,FB200904C00295000,FB,249.32999999999998,0.845186440677966,C,295.0,29,0.33789724609375,0.46,0.28,0.43,0.355,0.0015278739130434782,0.4024396142379345,0.40230373346492515
266,FB200904C00300000,FB,249.32999999999998,0.8311,C,300.0,29,0.3530338134765625,0.27,0.27,0.36,0.315,0.0015278739130434782,0.3350102722123225,0.3320681146531453
267,FB200904C00305000,FB,249.32999999999998,0.8174754098360655,C,305.0,29,0.3627993408203125,0.24,0.14,0.28,0.21000000000000002,0.0015278739130434782,0.25941142188766975,0.25582823517795844
268,FB200904C00310000,FB,249.32999999999998,0.8042903225806451,C,310.0,29,0.3794007373046875,0.2,0.08,0.25,0.165,0.0015278739130434782,0.22919225132686183,0.2282488415755773
269,FB200904C00315000,FB,249.32999999999998,0.7915238095238095,C,315.0,29,0.3920959228515625,0.15,0.05,0.21,0.13,0.0015278739130434782,0.19232746935511624,0.18879023993396624
270,FB200904C00320000,FB,249.32999999999998,0.77915625,C,320.0,29,0.40479110839843746,0.17,0.04,0.18,0.11,0.0015278739130434782,0.1636613899301782,0.16273680098700372
271,FB200904C00325000,FB,249.32999999999998,0.7671692307692307,C,325.0,29,0.42578699218750005,0.13,0.02,0.18,0.09999999999999999,0.0015278739130434782,0.16323397617181312,0.16219774960455086
272,FB200904C00330000,FB,249.32999999999998,0.7555454545454545,C,330.0,29,0.446294599609375,0.1,0.01,0.18,0.095,0.0015278739130434782,0.16283098908181426,0.16116559636617322
273,FB200904C00335000,FB,249.32999999999998,0.7442686567164178,C,335.0,29,0.437505625,0.07,0.02,0.11,0.065,0.0015278739130434782,0.098560886091132,0.09615694090931333
274,FB200904C00340000,FB,249.32999999999998,0.7333235294117647,C,340.0,29,0.47852083984375,0.06,0.01,0.16,0.085,0.0015278739130434782,0.14408769584665304,0.14226523850938536
1164,FB200911P00145000,FB,249.32999999999998,1.7195172413793103,P,145.0,36,0.6992217578125001,0.09,0.04,0.17,0.10500000000000001,0.0016313,0.0915755494346111,0.09051736731944132
1165,FB200911P00175000,FB,249.32999999999998,1.424742857142857,P,175.0,36,0.5620160986328125,0.29,0.26,0.42,0.33999999999999997,0.0016313,0.3066769824744924,0.3036912285979685
1166,FB200911P00185000,FB,249.32999999999998,1.3477297297297297,P,185.0,36,0.5210008837890624,0.5,0.42,0.61,0.515,0.0016313,0.4699151563803676,0.4655946856525064
1167,FB200911P00195000,FB,249.32999999999998,1.2786153846153845,P,195.0,36,0.4904836108398438,0.65,0.68,0.86,0.77,0.0016313,0.7939570251140484,0.7926758665453836
275,FB200911C00200000,FB,249.32999999999998,1.2466499999999998,C,200.0,36,0.5278367529296876,52.85,49.3,50.8,50.05,0.0016313,50.935908409231246,50.93827506142666
1168,FB200911P00200000,FB,249.32999999999998,1.2466499999999998,P,200.0,36,0.46680220703125,0.85,0.85,1.02,0.935,0.0016313,0.9468249314152946,0.9476210648297003
276,FB200911C00205000,FB,249.32999999999998,1.2162439024390244,C,205.0,36,0.4935353381347657,48.96,45.1,45.95,45.525000000000006,0.0016313,46.08047430590614,46.07268723123373
1169,FB200911P00205000,FB,249.32999999999998,1.2162439024390244,P,205.0,36,0.4489801196289062,1.19,1.13,1.28,1.205,0.0016313,1.1939680319126182,1.191662184239507
1170,FB200911P00207500,FB,249.32999999999998,1.201590361445783,P,207.5,36,0.4332332067871094,1.22,1.21,1.35,1.28,0.0016313,1.2609583253925365,1.2634636052687427
1171,FB200911P00210000,FB,249.32999999999998,1.1872857142857143,P,210.0,36,0.43005941040039064,1.48,1.35,1.59,1.4700000000000002,0.0016313,1.489720021146404,1.4800303223967
1172,FB200911P00212500,FB,249.32999999999998,1.1733176470588234,P,212.5,36,0.4190731921386719,1.53,1.53,1.75,1.6400000000000001,0.0016313,1.6431443262502228,1.6466552374682148
1173,FB200911P00215000,FB,249.32999999999998,1.159674418604651,P,215.0,36,0.4102842175292969,1.69,1.74,1.96,1.85,0.0016313,1.8465354354944452,1.8422936358610875
1174,FB200911P00217500,FB,249.32999999999998,1.146344827586207,P,217.5,36,0.4022276574707031,2.24,1.97,2.21,2.09,0.0016313,2.0866178119586927,2.0906478008718477
1175,FB200911P00220000,FB,249.32999999999998,1.1333181818181817,P,220.0,36,0.3953307537841797,2.27,2.31,2.51,2.41,0.0016313,2.3769094895391163,2.3729661781597255
1176,FB200911P00222500,FB,249.32999999999998,1.1205842696629214,P,222.5,36,0.3880676428222656,2.88,2.56,2.84,2.7,0.0016313,2.696885872299873,2.7030592333857952
1177,FB200911P00225000,FB,249.32999999999998,1.1081333333333332,P,225.0,36,0.38269660278320305,2.93,2.96,3.25,3.105,0.0016313,3.095281543224722,3.0863472595012635
277,FB200911C00227500,FB,249.32999999999998,1.0959560439560438,C,227.5,36,0.4082700775146484,29.25,24.6,26.05,25.325000000000003,0.0016313,26.108385489474358,26.0991988363288
1178,FB200911P00227500,FB,249.32999999999998,1.0959560439560438,P,227.5,36,0.37683728637695313,3.57,3.4,3.7,3.55,0.0016313,3.532554207950234,3.5411698917334418
278,FB200911C00230000,FB,249.32999999999998,1.0840434782608694,C,230.0,36,0.39252316467285153,22.65,22.65,23.85,23.25,0.0016313,23.903536819318816,23.912294162822615
1179,FB200911P00230000,FB,249.32999999999998,1.0840434782608694,P,230.0,36,0.37091693542480464,4.05,3.95,4.2,4.075,0.0016313,4.021218674146262,4.01722057698792
279,FB200911C00232500,FB,249.32999999999998,1.0723870967741935,C,232.5,36,0.3794007373046875,23.3,21.1,21.75,21.425,0.0016313,21.79724226999278,21.795688763477873
1180,FB200911P00232500,FB,249.32999999999998,1.0723870967741935,P,232.5,36,0.3646914117431641,4.91,4.45,4.75,4.6,0.0016313,4.559788526200336,4.5669613863870895
280,FB200911C00235000,FB,249.32999999999998,1.0609787234042551,C,235.0,36,0.3775086663818359,20.45,19.0,20.0,19.5,0.0016313,20.033160660547708,20.044660056464433
1181,FB200911P00235000,FB,249.32999999999998,1.0609787234042551,P,235.0,36,0.35986968261718744,5.35,5.1,5.4,5.25,0.0016313,5.197122040144052,5.20484343901303
281,FB200911C00237500,FB,249.32999999999998,1.0498105263157893,C,237.5,36,0.35535312622070303,18.25,17.4,17.75,17.575,0.0016313,17.781741206973635,17.77577436330144
1182,FB200911P00237500,FB,249.32999999999998,1.0498105263157893,P,237.5,36,0.3526065716552734,5.47,5.75,6.05,5.9,0.0016313,5.837600003370653,5.83430149187873
282,FB200911C00240000,FB,249.32999999999998,1.038875,C,240.0,36,0.3523624334716796,18.3,15.7,16.1,15.9,0.0016313,16.118647002993725,16.130383815008408
1183,FB200911P00240000,FB,249.32999999999998,1.038875,P,240.0,36,0.34802898071289057,6.3,6.5,6.85,6.675,0.0016313,6.6252348114012705,6.63800857217127
283,FB200911C00242500,FB,249.32999999999998,1.0281649484536082,C,242.5,36,0.34833415344238283,14.82,14.15,14.5,14.325,0.0016313,14.508171222242453,14.511921064145616
1184,FB200911P00242500,FB,249.32999999999998,1.0281649484536082,P,242.5,36,0.34577070251464836,7.0,7.5,7.8,7.65,0.0016313,7.562855030719547,7.56684844820485
284,FB200911C00245000,FB,249.32999999999998,1.017673469387755,C,245.0,36,0.34479414978027345,12.5,12.55,13.0,12.775,0.0016313,12.997731430300433,12.997353881316506
1185,FB200911P00245000,FB,249.32999999999998,1.017673469387755,P,245.0,36,0.34064380065917965,8.44,8.35,8.75,8.55,0.0016313,8.501711472521947,8.503567850189144
285,FB200911C00247500,FB,249.32999999999998,1.0073939393939393,C,247.5,36,0.3384465570068359,11.09,11.15,11.5,11.325,0.0016313,11.489220050247852,11.502298221122578
1186,FB200911P00247500,FB,249.32999999999998,1.0073939393939393,P,247.5,36,0.3343572424316406,8.95,9.5,9.75,9.625,0.0016313,9.49263736102779,9.507025361578922
286,FB200911C00250000,FB,249.32999999999998,0.99732,C,250.0,36,0.3355779333496094,10.1,9.85,10.2,10.024999999999999,0.0016313,10.179429987609169,10.181775643899249
1187,FB200911P00250000,FB,249.32999999999998,0.99732,P,250.0,36,0.33313655151367194,9.9,10.6,11.0,10.8,0.0016313,10.732975334848149,10.73715605173333
287,FB200911C00252500,FB,249.32999999999998,0.9874455445544554,C,252.5,36,0.33301448242187504,8.85,8.65,9.0,8.825,0.0016313,8.972937501781828,8.97286540285609
1188,FB200911P00252500,FB,249.32999999999998,0.9874455445544554,P,252.5,36,0.32739930419921875,11.15,11.95,12.2,12.075,0.0016313,11.927315504362781,11.92813666944629
288,FB200911C00255000,FB,249.32999999999998,0.9777647058823529,C,255.0,36,0.32739930419921875,7.85,7.4,7.8,7.6,0.0016313,7.76637156044805,7.7785811730629035
1189,FB200911P00255000,FB,249.32999999999998,0.9777647058823529,P,255.0,36,0.32330998962402335,12.6,13.2,13.55,13.375,0.0016313,13.269380279432596,13.283529695181292
289,FB200911C00257500,FB,249.32999999999998,0.9682718446601941,C,257.5,36,0.3252630950927734,7.57,6.35,6.8,6.574999999999999,0.0016313,6.761978327791752,6.766633558082037
1190,FB200911P00257500,FB,249.32999999999998,0.9682718446601941,P,257.5,36,0.32434757690429683,12.55,14.45,15.15,14.8,0.0016313,14.862927578249696,14.870627427842912
290,FB200911C00260000,FB,249.32999999999998,0.9589615384615384,C,260.0,36,0.3233710241699218,5.5,5.35,5.9,5.625,0.0016313,5.856594912035902,5.851341829954814
1191,FB200911P00260000,FB,249.32999999999998,0.9589615384615384,P,260.0,36,0.32923034057617184,14.8,16.2,16.95,16.575,0.0016313,16.656554861645958,16.65822241875339
291,FB200911C00265000,FB,249.32999999999998,0.9408679245283018,C,265.0,36,0.31940377868652337,4.3,3.95,4.35,4.15,0.0016313,4.3033043626974745,4.308923750713231
292,FB200911C00270000,FB,249.32999999999998,0.9234444444444444,C,270.0,36,0.31452101501464835,3.02,2.84,3.1,2.9699999999999998,0.0016313,3.052951697980056,3.057411688227066
293,FB200911C00275000,FB,249.32999999999998,0.9066545454545454,C,275.0,36,0.31323928955078123,2.41,2.0,2.21,2.105,0.0016313,2.166896804164381,2.158970680523342
1192,FB200911P00275000,FB,249.32999999999998,0.9066545454545454,P,275.0,36,0.33521172607421873,24.99,27.0,28.55,27.775,0.0016313,28.246211778703156,28.258333017397334
294,FB200911C00280000,FB,249.32999999999998,0.8904642857142857,C,280.0,36,0.3099434240722656,1.71,1.36,1.51,1.435,0.0016313,1.470900305128115,1.4738457786885608
295,FB200911C00285000,FB,249.32999999999998,0.8748421052631579,C,285.0,36,0.31555860229492183,1.02,0.92,1.12,1.02,0.0016313,1.0850137330193697,1.087072296730625
1193,FB200911P00285000,FB,249.32999999999998,0.8748421052631579,P,285.0,36,0.3363103479003906,35.15,36.0,37.3,36.65,0.0016313,37.00453700865833,37.00653026389686
296,FB200911C00290000,FB,249.32999999999998,0.8597586206896551,C,290.0,36,0.31836619140624994,0.75,0.66,0.8,0.73,0.0016313,0.7699716162954893,0.769986825261655
1194,FB200911P00290000,FB,249.32999999999998,0.8597586206896551,P,290.0,36,0.3597476135253906,38.91,40.8,42.2,41.5,0.0016313,41.90238782657664,41.91467960222528
297,FB200911C00295000,FB,249.32999999999998,0.845186440677966,C,295.0,36,0.32813171874999997,0.51,0.45,0.63,0.54,0.0016313,0.6034613230631187,0.603854420370636
298,FB200911C00300000,FB,249.32999999999998,0.8311,C,300.0,36,0.33374689697265625,0.44,0.31,0.47,0.39,0.0016313,0.44782068918934215,0.44766018642303435
299,FB200918C00005000,FB,249.32999999999998,49.866,C,5.0,43,6.8593764257812495,173.35,244.6,245.75,245.175,0.00172755,245.33635308100833,245.33223379423944
1195,FB200918P00005000,FB,249.32999999999998,49.866,P,5.0,43,3.43750140625,0.01,0.0,0.01,0.005,0.00172755,0.004318771026584728,0.004113070586645417
300,FB200918C00010000,FB,249.32999999999998,24.933,C,10.0,43,5.265628417968749,227.0,239.6,240.75,240.175,0.00172755,240.3280827646817,240.32588468819492
1196,FB200918P00010000,FB,249.32999999999998,24.933,P,10.0,43,3.3281266796874993,0.01,0.0,0.08,0.04,0.00172755,0.03582806302556732,0.03445274482853003
301,FB200918C00015000,FB,249.32999999999998,16.622,C,15.0,43,4.7763712170410155,169.15,235.2,235.95,235.575,0.00172755,235.7091764904379,235.69773416924892
1197,FB200918P00015000,FB,249.32999999999998,16.622,P,15.0,43,2.843752890625,0.01,0.0,0.07,0.035,0.00172755,0.031282852544630285,0.030417968513481487
302,FB200918C00020000,FB,249.32999999999998,12.4665,C,20.0,43,3.5683604541015628,232.42,228.45,229.7,229.075,0.00172755,229.8721282402337,229.86975409994685
1198,FB200918P00020000,FB,249.32999999999998,12.4665,P,20.0,43,2.5312536718749996,0.03,0.01,0.06,0.034999999999999996,0.00172755,0.03019379208198568,0.02942495713491999
303,FB200918C00025000,FB,249.32999999999998,9.973199999999999,C,25.0,43,1.0000000000000003e-05,146.85,213.5,214.5,214.0,0.00172755,224.33508747200835,6.165349927791045e+72
1199,FB200918P00025000,FB,249.32999999999998,9.973199999999999,P,25.0,43,2.3359416601562493,0.1,0.0,0.08,0.04,0.00172755,0.03562020151618345,0.03454266362192591
304,FB200918C00030000,FB,249.32999999999998,8.311,C,30.0,43,2.9609400976562497,222.48,218.45,219.7,219.075,0.00172755,219.872590938305,219.8686345445581
1200,FB200918P00030000,FB,249.32999999999998,8.311,P,30.0,43,1.96875015625,0.01,0.0,0.03,0.015,0.00172755,0.013128967996764093,0.012455225059329573
305,FB200918C00035000,FB,249.32999999999998,7.123714285714286,C,35.0,43,1.0000000000000003e-05,134.1,203.2,204.45,203.825,0.00172755,214.33712246081168,7.658243141469441e+72
1201,FB200918P00035000,FB,249.32999999999998,7.123714285714286,P,35.0,43,1.9609376953125,0.01,0.0,0.07,0.035,0.00172755,0.03053455351148998,0.029717402460073837
1202,FB200918P00040000,FB,249.32999999999998,6.23325,P,40.0,43,1.875000625,0.01,0.0,0.09,0.045,0.00172755,0.04036970101591536,0.0387493079655826
306,FB200918C00045000,FB,249.32999999999998,5.540666666666667,C,45.0,43,1.0000000000000003e-05,140.95,193.45,194.4,193.925,0.00172755,204.33915744961504,7.023032743446662e+72
1203,FB200918P00045000,FB,249.32999999999998,5.540666666666667,P,45.0,43,1.46875265625,0.01,0.0,0.01,0.005,0.00172755,0.004557944065846677,0.004180570520893463
307,FB200918C00050000,FB,249.32999999999998,4.986599999999999,C,50.0,43,2.6757845605468753,118.95,188.45,200.75,194.6,0.00172755,200.87263687527997,200.86998770172565
1204,FB200918P00050000,FB,249.32999999999998,4.986599999999999,P,50.0,43,1.4375028125,0.01,0.0,0.02,0.01,0.00172755,0.008031986096305892,0.007460298994025618
308,FB200918C00055000,FB,249.32999999999998,4.533272727272727,C,55.0,43,1.0000000000000003e-05,179.35,185.85,188.45,187.14999999999998,0.00172755,194.34119243841837,5.837624384648306e+72
1205,FB200918P00055000,FB,249.32999999999998,4.533272727272727,P,55.0,43,1.2812535937499998,0.01,0.0,0.01,0.005,0.00172755,0.0037744250111547348,0.003546460409498655
309,FB200918C00060000,FB,249.32999999999998,4.1555,C,60.0,43,2.1367234082031246,112.4,189.45,190.6,190.02499999999998,0.00172755,190.18406010864922,190.17978286436912
1206,FB200918P00060000,FB,249.32999999999998,4.1555,P,60.0,43,1.2812535937499998,0.01,0.0,0.02,0.01,0.00172755,0.008417788038355578,0.007910053248940441
310,FB200918C00065000,FB,249.32999999999998,3.8358461538461537,C,65.0,43,1.0000000000000003e-05,146.7,173.4,174.45,173.925,0.00172755,184.34322742722173,9.517646522112591e+72
1207,FB200918P00065000,FB,249.32999999999998,3.8358461538461537,P,65.0,43,1.15625421875,0.01,0.0,0.01,0.005,0.00172755,0.0045064403516749466,0.0041602197765887835
311,FB200918C00070000,FB,249.32999999999998,3.561857142857143,C,70.0,43,1.0000000000000003e-05,88.9,168.55,169.5,169.025,0.00172755,179.34424492162339,5.285168448428477e+72
1208,FB200918P00070000,FB,249.32999999999998,3.561857142857143,P,70.0,43,1.2734411328124997,0.01,0.0,0.07,0.035,0.00172755,0.029937642032960038,0.029183731248140776
312,FB200918C00075000,FB,249.32999999999998,3.3244,C,75.0,43,1.0000000000000003e-05,95.65,163.4,164.6,164.0,0.00172755,174.34526241602507,4.226503686909256e+72
1209,FB200918P00075000,FB,249.32999999999998,3.3244,P,75.0,43,1.09375453125,0.02,0.0,0.02,0.01,0.00172755,0.009346993894431471,0.008974632859082716
313,FB200918C00080000,FB,249.32999999999998,3.116625,C,80.0,43,1.0000000000000003e-05,93.68,158.45,159.35,158.89999999999998,0.00172755,169.34627991042674,4.168526256297708e+72
1210,FB200918P00080000,FB,249.32999999999998,3.116625,P,80.0,43,1.109379453125,0.01,0.01,0.04,0.025,0.00172755,0.021260961856906985,0.020265192896079826
314,FB200918C00085000,FB,249.32999999999998,2.933294117647059,C,85.0,43,1.6811539379882814,78.5,164.6,165.75,165.175,0.00172755,165.3308113016886,165.32348795275928
1211,FB200918P00085000,FB,249.32999999999998,2.933294117647059,P,85.0,43,1.1015669921875002,0.04,0.01,0.07,0.04,0.00172755,0.03522823553117638,0.03386570346590666
315,FB200918C00090000,FB,249.32999999999998,2.7703333333333333,C,90.0,43,2.1701705902099606,148.25,161.9,165.1,163.5,0.00172755,163.52576824473576,163.52841082489414
1212,FB200918P00090000,FB,249.32999999999998,2.7703333333333333,P,90.0,43,1.0312548437500002,0.05,0.0,0.07,0.035,0.00172755,0.03041860444419192,0.0295882618929212
316,FB200918C00095000,FB,249.32999999999998,2.6245263157894736,C,95.0,43,0.8125018749999999,137.9,153.5,154.75,154.125,0.00172755,154.3522397385172,154.35207921556474
1213,FB200918P00095000,FB,249.32999999999998,2.6245263157894736,P,95.0,43,0.9804689453125001,0.06,0.0,0.07,0.035,0.00172755,0.03094772263662149,0.030008902224829284
317,FB200918C00100000,FB,249.32999999999998,2.4932999999999996,C,100.0,43,0.7812521875,152.0,148.5,149.75,149.125,0.00172755,149.35388053963794,149.35361440457
1214,FB200918P00100000,FB,249.32999999999998,2.4932999999999996,P,100.0,43,0.9531254687499999,0.03,0.01,0.08,0.045,0.00172755,0.03974779282256635,0.03872189093434582
318,FB200918C00105000,FB,249.32999999999998,2.3745714285714286,C,105.0,43,1.0000000000000003e-05,99.41,133.25,134.65,133.95,0.00172755,144.35136738243511,7.089276636964814e+72
1215,FB200918P00105000,FB,249.32999999999998,2.3745714285714286,P,105.0,43,0.9062509375,0.02,0.01,0.08,0.045,0.00172755,0.04040802439674429,0.039517433667134276
319,FB200918C00110000,FB,249.32999999999998,2.2666363636363633,C,110.0,43,0.6875031250000001,123.9,138.5,139.75,139.125,0.00172755,139.3549567492876,139.35481535361774
1216,FB200918P00110000,FB,249.32999999999998,2.2666363636363633,P,110.0,43,0.867188828125,0.03,0.02,0.08,0.05,0.00172755,0.04391919896746349,0.04303608516893114
320,FB200918C00115000,FB,249.32999999999998,2.168086956521739,C,115.0,43,0.8281267187499999,137.44,133.55,134.8,134.175,0.00172755,134.40027459744005,134.39906835469233
1217,FB200918P00115000,FB,249.32999999999998,2.168086956521739,P,115.0,43,0.8242205078124999,0.05,0.01,0.09,0.049999999999999996,0.00172755,0.04471142237067993,0.043716824781113314
321,FB200918C00120000,FB,249.32999999999998,2.07775,C,120.0,43,0.7851583984375,132.39,128.55,129.8,129.175,0.00172755,129.40120340631904,129.39985282499669
1218,FB200918P00120000,FB,249.32999999999998,2.07775,P,120.0,43,0.7949239257812499,0.08,0.02,0.1,0.060000000000000005,0.00172755,0.05281028487543593,0.050901486905715145
322,FB200918C00125000,FB,249.32999999999998,1.99464,C,125.0,43,0.7460962890625,117.8,123.55,124.8,124.175,0.00172755,124.40349145331683,124.40173561056346
1219,FB200918P00125000,FB,249.32999999999998,1.99464,P,125.0,43,0.7539087109375,0.08,0.02,0.1,0.060000000000000005,0.00172755,0.053175960584569415,0.051660043139892635
323,FB200918C00130000,FB,249.32999999999998,1.9179230769230768,C,130.0,43,0.73437765625,104.22,118.55,119.85,119.19999999999999,0.00172755,119.42577622085685,119.4243853336323
1220,FB200918P00130000,FB,249.32999999999998,1.9179230769230768,P,130.0,43,0.7460962890625,0.1,0.05,0.13,0.09,0.00172755,0.08002990299085566,0.07734634994261046
324,FB200918C00135000,FB,249.32999999999998,1.8468888888888888,C,135.0,43,0.73633076171875,117.14,113.6,114.9,114.25,0.00172755,114.47249475720528,114.47014766019377
1221,FB200918P00135000,FB,249.32999999999998,1.8468888888888888,P,135.0,43,0.7187528125,0.12,0.05,0.16,0.10500000000000001,0.00172755,0.09363115993395232,0.09252617532968634
325,FB200918C00140000,FB,249.32999999999998,1.7809285714285714,C,140.0,43,0.6962920996093751,111.9,108.55,109.95,109.25,0.00172755,109.4736271638728,109.47071441885048
1222,FB200918P00140000,FB,249.32999999999998,1.7809285714285714,P,140.0,43,0.694338994140625,0.1,0.07,0.18,0.125,0.00172755,0.11247815564419783,0.1099477977757472
326,FB200918C00145000,FB,249.32999999999998,1.7195172413793103,C,145.0,43,0.70898728515625,82.98,103.65,105.05,104.35,0.00172755,104.56680836014803,104.56473466871766
1223,FB200918P00145000,FB,249.32999999999998,1.7195172413793103,P,145.0,43,0.6865265722656251,0.17,0.1,0.26,0.18,0.00172755,0.16254439162680745,0.1605256746642266
327,FB200918C00150000,FB,249.32999999999998,1.6622,C,150.0,43,0.6967803759765626,98.5,98.75,100.1,99.425,0.00172755,99.6375985176146,99.6320036730242
1224,FB200918P00150000,FB,249.32999999999998,1.6622,P,150.0,43,0.6523472265625001,0.2,0.14,0.24,0.19,0.00172755,0.17197625617067125,0.16808378818586042
328,FB200918C00155000,FB,249.32999999999998,1.6085806451612903,C,155.0,43,0.6562534375000001,99.65,93.8,95.05,94.425,0.00172755,94.63774755191787,94.63333521766937
1225,FB200918P00155000,FB,249.32999999999998,1.6085806451612903,P,155.0,43,0.6401403173828125,0.25,0.17,0.34,0.255,0.00172755,0.23230667920254078,0.23033863867599297
329,FB200918C00160000,FB,249.32999999999998,1.5583125,C,160.0,43,0.6518589501953126,88.94,88.8,90.3,89.55,0.00172755,89.75701676867041,89.75028421610354
1226,FB200918P00160000,FB,249.32999999999998,1.5583125,P,160.0,43,0.6118202880859377,0.3,0.22,0.35,0.285,0.00172755,0.2602471686112753,0.25585619042286206
330,FB200918C00165000,FB,249.32999999999998,1.511090909090909,C,165.0,43,0.6059609716796877,87.31,83.85,85.2,84.525,0.00172755,84.73392039959208,84.7278996624961
1227,FB200918P00165000,FB,249.32999999999998,1.511090909090909,P,165.0,43,0.5952188916015625,0.32,0.28,0.44,0.36,0.00172755,0.3304748418339809,0.32839058688882733
331,FB200918C00170000,FB,249.32999999999998,1.4666470588235294,C,170.0,43,0.5839885351562499,80.75,78.9,80.3,79.6,0.00172755,79.80535933601232,79.80463414930696
1228,FB200918P00170000,FB,249.32999999999998,1.4666470588235294,P,170.0,43,0.5668988623046876,0.42,0.33,0.47,0.4,0.00172755,0.3677480360460681,0.3630789223862525
332,FB200918C00175000,FB,249.32999999999998,1.424742857142857,C,175.0,43,0.5642133422851563,74.23,74.0,75.4,74.7,0.00172755,74.90028929059497,74.89454180372813
1229,FB200918P00175000,FB,249.32999999999998,1.424742857142857,P,175.0,43,0.5546919531250001,0.53,0.45,0.6,0.525,0.00172755,0.4852175804454788,0.481006794740541
333,FB200918C00180000,FB,249.32999999999998,1.3851666666666667,C,180.0,43,0.5732464550781251,68.59,69.35,70.7,70.025,0.00172755,70.20938492480485,70.20826234910496
1230,FB200918P00180000,FB,249.32999999999998,1.3851666666666667,P,180.0,43,0.5317429638671876,0.64,0.58,0.65,0.615,0.00172755,0.5693804805915033,0.5688448925276837
